用户ID,订单ID,订单时间,订单状态,订单实付金额,流量来源,商品类目,商品成本,运费,退款金额,退款完成日期
U08_00336,ORD00005843,2025-09-13,已支付,392.87,抖音,家居,243.22,0,0.0,
U08_00337,ORD00005844,2025-09-20,已完成,135.3,小红书,食品,76.33,5,0.0,
U08_00337,ORD00005845,2026-03-12,已完成,343.08,抖音,服饰,219.71,10,0.0,
U08_00338,ORD00005846,2025-09-14,已支付,164.37,其他,服饰,109.39,0,0.0,
U08_00338,ORD00005847,2025-11-14,已完成,296.75,微信,数码,128.55,0,0.0,
U08_00338,ORD00005848,2025-12-21,已完成,53.75,搜索引擎,家居,29.05,5,0.0,
U08_00339,ORD00005849,2025-09-09,已完成,198.17,小红书,服饰,97.18,5,0.0,
U08_00339,ORD00005850,2025-12-18,已完成,492.59,小红书,食品,259.63,15,0.0,
U08_00340,ORD00005851,2025-09-10,已支付,164.5,其他,美妆,79.17,0,0.0,
U08_00340,ORD00005852,2025-12-27,已完成,53.5,抖音,服饰,33.57,10,0.0,
U08_00340,ORD00005853,2026-02-24,已完成,270.48,小红书,食品,109.77,10,0.0,
U08_00341,ORD00005854,2025-09-12,已完成,498.89,小红书,食品,227.29,5,0.0,
U08_00341,ORD00005855,2025-10-28,已完成,255.32,其他,家居,177.01,10,0.0,
U08_00341,ORD00005856,2026-03-29,已完成,199.62,抖音,数码,130.6,5,0.0,
U08_00342,ORD00005857,2025-09-06,已支付,251.28,其他,美妆,134.13,15,0.0,
U08_00342,ORD00005858,2025-12-30,已完成,264.56,搜索引擎,食品,106.58,10,0.0,
U08_00342,ORD00005859,2026-01-03,已支付,432.18,抖音,美妆,288.05,5,0.0,
U08_00342,ORD00005860,2026-02-05,已完成,146.66,小红书,数码,101.37,5,0.0,
U08_00343,ORD00005861,2025-09-21,已完成,144.87,抖音,美妆,71.06,5,0.0,
U08_00343,ORD00005862,2025-10-24,已完成,235.12,搜索引擎,家居,132.35,15,0.0,
U08_00344,ORD00005863,2025-09-10,已支付,327.35,微信,美妆,190.43,15,0.0,
U08_00345,ORD00005864,2025-09-20,已完成,225.44,其他,食品,123.81,15,0.0,
U08_00345,ORD00005865,2025-10-07,已支付,89.93,搜索引擎,美妆,53.44,10,0.0,
U08_00345,ORD00005866,2025-12-27,已支付,184.74,抖音,美妆,117.84,0,0.0,
U08_00345,ORD00005867,2026-03-20,已支付,407.14,微信,家居,218.59,10,0.0,
U08_00346,ORD00005868,2025-09-30,已完成,353.56,微信,食品,213.07,0,0.0,
U08_00346,ORD00005869,2025-10-04,已完成,489.75,微信,家居,332.28,15,0.0,
U08_00346,ORD00005870,2026-02-08,已支付,167.32,小红书,数码,85.28,5,0.0,
U08_00347,ORD00005871,2025-09-14,已完成,430.61,小红书,数码,186.27,10,0.0,
U08_00347,ORD00005872,2026-01-19,已支付,242.11,搜索引擎,美妆,126.5,10,0.0,
U08_00348,ORD00005873,2025-09-07,已完成,153.56,微信,服饰,103.87,10,0.0,
U08_00348,ORD00005874,2026-03-22,已支付,124.25,其他,数码,72.63,10,0.0,
U08_00349,ORD00005875,2025-09-07,已支付,389.09,抖音,家居,230.24,5,0.0,
U08_00349,ORD00005876,2025-10-24,已完成,86.12,搜索引擎,食品,44.54,10,0.0,
U08_00349,ORD00005877,2025-11-27,已完成,251.61,小红书,数码,175.14,10,133.77,2025-12-12
U08_00350,ORD00005878,2025-09-22,已完成,296.86,抖音,家居,131.49,10,0.0,
U08_00350,ORD00005879,2025-11-04,已支付,204.28,搜索引擎,食品,125.84,10,0.0,
U08_00350,ORD00005880,2025-12-25,已支付,172.34,其他,食品,98.8,10,0.0,
U08_00351,ORD00005881,2025-09-26,已完成,104.62,小红书,服饰,45.68,15,59.16,2025-11-03
U08_00351,ORD00005882,2025-10-10,已支付,211.04,微信,家居,146.81,5,0.0,
U08_00351,ORD00005883,2025-12-15,已完成,63.48,搜索引擎,食品,27.59,5,0.0,
U08_00351,ORD00005884,2026-01-19,已支付,491.42,其他,数码,202.03,10,0.0,
U08_00351,ORD00005885,2026-02-25,已支付,104.23,微信,食品,68.66,5,0.0,
U08_00352,ORD00005886,2025-09-24,已完成,408.6,小红书,美妆,241.86,5,0.0,
U08_00352,ORD00005887,2025-10-03,已完成,53.55,微信,数码,28.41,15,0.0,
U08_00353,ORD00005888,2025-09-22,已完成,70.73,其他,数码,46.0,10,0.0,
U08_00353,ORD00005889,2025-10-28,已完成,275.38,搜索引擎,家居,176.93,10,0.0,
U08_00354,ORD00005890,2025-09-30,已完成,177.11,小红书,食品,123.48,0,0.0,
U08_00354,ORD00005891,2025-10-20,已完成,452.75,搜索引擎,数码,208.84,15,0.0,
U08_00354,ORD00005892,2025-11-05,已完成,226.11,抖音,美妆,138.74,5,0.0,
U08_00355,ORD00005893,2025-09-23,已完成,194.15,其他,家居,83.64,15,0.0,
U08_00355,ORD00005894,2026-03-14,已支付,164.74,其他,食品,71.72,15,0.0,
U08_00356,ORD00005895,2025-09-26,已完成,406.24,抖音,美妆,268.55,10,0.0,
U08_00356,ORD00005896,2025-11-30,已支付,392.42,其他,食品,210.48,15,0.0,
U08_00356,ORD00005897,2025-12-20,已支付,252.73,小红书,美妆,126.57,5,0.0,
U08_00356,ORD00005898,2026-02-20,已支付,306.8,抖音,数码,141.91,15,0.0,
U08_00357,ORD00005899,2025-09-23,已支付,382.9,搜索引擎,食品,266.23,10,0.0,
U08_00358,ORD00005900,2025-09-17,已完成,53.85,抖音,家居,25.07,0,0.0,
U08_00359,ORD00005901,2025-09-02,已完成,163.1,搜索引擎,食品,85.49,10,0.0,
U08_00359,ORD00005902,2025-10-13,已支付,387.14,其他,美妆,179.22,5,0.0,
U08_00360,ORD00005903,2025-09-02,已完成,457.39,抖音,数码,315.79,5,0.0,
U08_00360,ORD00005904,2026-01-01,已支付,186.01,小红书,服饰,104.38,10,0.0,
U08_00360,ORD00005905,2026-03-08,已支付,140.4,小红书,服饰,88.68,10,0.0,
U08_00361,ORD00005906,2025-09-23,已完成,381.49,其他,数码,220.93,0,0.0,
U08_00361,ORD00005907,2025-11-05,已完成,449.6,抖音,食品,189.0,5,0.0,
U08_00361,ORD00005908,2026-02-18,已支付,450.01,微信,家居,186.67,15,0.0,
U08_00362,ORD00005909,2025-09-03,已完成,491.89,小红书,服饰,285.88,10,0.0,
U08_00362,ORD00005910,2026-01-14,已完成,302.43,抖音,数码,128.92,10,0.0,
U08_00363,ORD00005911,2025-09-30,已支付,245.17,搜索引擎,美妆,131.61,5,0.0,
U08_00363,ORD00005912,2025-11-22,已完成,236.32,抖音,食品,137.48,10,0.0,
U08_00363,ORD00005913,2026-02-23,已支付,480.05,小红书,数码,278.77,5,0.0,
U08_00363,ORD00005914,2026-03-20,已支付,270.69,其他,家居,149.25,10,0.0,
U08_00364,ORD00005915,2025-09-21,已支付,116.23,其他,家居,48.73,0,0.0,
U08_00364,ORD00005916,2026-01-24,已完成,408.86,搜索引擎,家居,243.75,15,0.0,
U08_00364,ORD00005917,2026-02-20,已完成,450.6,其他,家居,222.01,0,0.0,
U08_00365,ORD00005918,2025-09-09,已完成,162.67,小红书,食品,81.63,15,0.0,
U08_00365,ORD00005919,2025-10-26,已完成,273.17,搜索引擎,美妆,136.44,10,0.0,
U08_00365,ORD00005920,2026-02-20,已支付,79.59,抖音,美妆,42.32,0,0.0,
U08_00366,ORD00005921,2025-09-19,已完成,250.09,微信,美妆,143.41,5,218.51,2025-10-08
U08_00366,ORD00005922,2025-11-12,已完成,70.73,抖音,美妆,41.17,15,0.0,
U08_00367,ORD00005923,2025-09-03,已完成,475.65,其他,家居,257.12,15,0.0,
U08_00367,ORD00005924,2026-02-14,已完成,106.4,其他,服饰,70.29,10,0.0,
U08_00368,ORD00005925,2025-09-21,已完成,89.65,抖音,美妆,61.39,10,0.0,
U08_00368,ORD00005926,2026-01-02,已完成,224.11,其他,数码,96.14,15,0.0,
U08_00368,ORD00005927,2026-03-29,已支付,118.39,抖音,美妆,75.56,10,0.0,
U08_00369,ORD00005928,2025-09-30,已完成,237.45,搜索引擎,家居,96.73,10,218.82,2025-11-11
U08_00369,ORD00005929,2025-10-21,已完成,314.09,抖音,食品,157.13,0,0.0,
U08_00369,ORD00005930,2025-11-10,已完成,265.72,其他,家居,173.23,10,0.0,
U08_00369,ORD00005931,2026-01-08,已完成,122.48,微信,美妆,81.02,10,0.0,
U08_00370,ORD00005932,2025-09-21,已完成,74.52,小红书,服饰,33.72,0,0.0,
U08_00370,ORD00005933,2025-10-05,已完成,157.42,小红书,食品,73.1,10,0.0,
U08_00371,ORD00005934,2025-09-27,已支付,402.78,其他,数码,218.31,0,0.0,
U08_00371,ORD00005935,2025-12-13,已完成,94.96,微信,家居,44.39,10,0.0,
U08_00372,ORD00005936,2025-09-05,已完成,428.28,微信,服饰,277.27,10,0.0,
U08_00372,ORD00005937,2025-11-08,已完成,75.4,微信,家居,48.63,5,0.0,
U08_00373,ORD00005938,2025-09-11,已支付,51.45,小红书,食品,34.06,5,0.0,
U08_00373,ORD00005939,2025-11-24,已完成,318.44,其他,食品,184.41,10,0.0,
U08_00373,ORD00005940,2026-01-07,已完成,80.24,其他,服饰,51.7,10,0.0,
U08_00374,ORD00005941,2025-09-25,已完成,298.14,小红书,美妆,196.85,0,0.0,
U08_00374,ORD00005942,2025-10-07,已支付,294.79,其他,数码,144.19,15,0.0,
U08_00374,ORD00005943,2025-12-06,已完成,480.02,抖音,家居,299.01,15,0.0,
U08_00374,ORD00005944,2026-03-14,已支付,100.99,微信,美妆,45.46,0,0.0,
U08_00375,ORD00005945,2025-09-19,已完成,457.06,抖音,服饰,310.21,10,0.0,
U08_00375,ORD00005946,2026-02-01,已完成,302.72,搜索引擎,数码,194.14,5,0.0,
U08_00376,ORD00005947,2025-09-19,已完成,243.69,小红书,数码,110.28,10,0.0,
U08_00376,ORD00005948,2026-01-11,已完成,109.07,抖音,数码,75.84,10,0.0,
U08_00376,ORD00005949,2026-02-01,已完成,453.93,小红书,食品,268.87,0,0.0,
U08_00377,ORD00005950,2025-09-23,已完成,200.35,微信,美妆,112.58,10,0.0,
U08_00377,ORD00005951,2025-10-18,已支付,262.83,其他,家居,163.98,0,0.0,
U08_00378,ORD00005952,2025-09-30,已支付,153.01,抖音,数码,64.93,10,0.0,
U08_00378,ORD00005953,2025-10-04,已支付,336.18,其他,食品,193.51,10,289.44,2025-11-28
U08_00378,ORD00005954,2025-11-10,已完成,271.04,其他,服饰,161.27,5,0.0,
U08_00378,ORD00005955,2026-02-22,已完成,436.34,抖音,食品,194.26,10,0.0,
U08_00379,ORD00005956,2025-09-26,已支付,162.95,小红书,美妆,82.53,5,0.0,
U08_00379,ORD00005957,2025-10-09,已支付,299.86,其他,数码,152.48,10,0.0,
U08_00379,ORD00005958,2026-01-22,已完成,271.61,抖音,数码,186.2,0,0.0,
U08_00379,ORD00005959,2026-03-18,已完成,97.82,其他,美妆,59.29,0,80.35,2026-03-28
U08_00380,ORD00005960,2025-09-16,已支付,204.95,搜索引擎,数码,141.89,15,145.14,2025-10-09
U08_00380,ORD00005961,2025-10-10,已完成,382.77,微信,数码,261.58,5,0.0,
U08_00380,ORD00005962,2025-11-25,已完成,335.39,抖音,家居,182.33,10,0.0,
U08_00380,ORD00005963,2025-12-05,已完成,287.71,抖音,数码,161.11,0,0.0,
U08_00381,ORD00005964,2025-09-17,已完成,290.92,小红书,服饰,183.84,15,0.0,
U08_00381,ORD00005965,2025-10-12,已完成,204.45,其他,服饰,90.52,10,0.0,
U08_00381,ORD00005966,2026-03-07,已完成,480.79,小红书,数码,216.38,10,0.0,
U08_00382,ORD00005967,2025-09-10,已完成,324.32,微信,美妆,152.99,5,0.0,
U08_00382,ORD00005968,2025-10-18,已支付,195.68,抖音,数码,88.87,10,0.0,
U08_00382,ORD00005969,2025-12-17,已支付,94.74,其他,美妆,47.96,10,0.0,
U08_00383,ORD00005970,2025-09-22,已完成,282.29,搜索引擎,食品,173.08,15,0.0,
U08_00383,ORD00005971,2025-10-19,已支付,166.64,抖音,数码,80.66,0,0.0,
U08_00383,ORD00005972,2025-11-25,已支付,67.19,微信,服饰,29.9,0,40.87,2025-12-21
U08_00383,ORD00005973,2026-03-28,已完成,395.42,微信,家居,196.37,15,0.0,
U08_00384,ORD00005974,2025-09-09,已完成,101.56,搜索引擎,美妆,67.39,10,0.0,
U08_00384,ORD00005975,2025-10-15,已支付,461.86,小红书,家居,262.97,5,0.0,
U08_00384,ORD00005976,2025-12-21,已完成,214.55,其他,美妆,92.58,10,0.0,
U08_00384,ORD00005977,2026-02-15,已完成,175.15,搜索引擎,食品,104.62,10,0.0,
U08_00385,ORD00005978,2025-09-25,已完成,321.85,搜索引擎,数码,224.88,0,0.0,
U08_00385,ORD00005979,2025-12-10,已完成,431.08,抖音,数码,198.45,5,300.49,2025-12-23
U08_00385,ORD00005980,2026-03-11,已完成,288.7,其他,服饰,185.27,10,0.0,
U08_00386,ORD00005981,2025-09-08,已支付,79.81,微信,服饰,36.16,10,0.0,
U08_00386,ORD00005982,2025-10-10,已完成,321.44,微信,数码,166.74,15,163.31,2025-11-04
U08_00386,ORD00005983,2025-11-06,已完成,460.23,抖音,家居,254.17,15,0.0,
U08_00387,ORD00005984,2025-09-23,已支付,444.09,小红书,食品,229.75,15,0.0,
U08_00387,ORD00005985,2026-01-04,已完成,383.84,搜索引擎,服饰,187.05,15,0.0,
U08_00388,ORD00005986,2025-09-27,已支付,339.18,搜索引擎,美妆,151.75,15,242.71,2025-11-13
U08_00388,ORD00005987,2025-10-13,已完成,247.67,搜索引擎,服饰,112.92,5,0.0,
U08_00389,ORD00005988,2025-09-01,已完成,395.62,搜索引擎,家居,198.79,5,0.0,
U08_00389,ORD00005989,2025-11-14,已完成,111.94,其他,服饰,58.17,10,0.0,
U08_00389,ORD00005990,2025-12-13,已支付,149.35,其他,数码,61.47,15,0.0,
U08_00389,ORD00005991,2026-01-25,已完成,420.71,其他,服饰,238.4,0,0.0,
U08_00390,ORD00005992,2025-09-14,已支付,149.45,搜索引擎,家居,68.08,0,0.0,
U08_00390,ORD00005993,2025-10-13,已支付,113.89,搜索引擎,服饰,67.52,10,0.0,
U08_00390,ORD00005994,2025-12-02,已完成,208.97,小红书,食品,126.57,10,0.0,
U09_00001,ORD00005995,2025-10-01,已支付,66.58,微信,服饰,32.51,10,0.0,
U09_00002,ORD00005996,2025-10-28,已完成,342.93,其他,美妆,177.09,15,0.0,
U09_00003,ORD00005997,2025-10-26,已完成,446.95,搜索引擎,数码,276.98,15,0.0,
U09_00003,ORD00005998,2025-11-28,已完成,217.47,抖音,服饰,117.98,15,0.0,
U09_00003,ORD00005999,2025-12-01,已支付,343.01,小红书,家居,165.57,5,0.0,
U09_00003,ORD00006000,2026-01-15,已支付,192.82,小红书,美妆,85.76,10,0.0,
U09_00003,ORD00006001,2026-04-16,已支付,267.52,其他,家居,158.48,10,0.0,
U09_00004,ORD00006002,2025-10-04,已支付,462.54,抖音,服饰,209.18,15,0.0,
U09_00004,ORD00006003,2025-11-06,已完成,298.52,小红书,数码,119.74,10,0.0,
U09_00004,ORD00006004,2025-12-10,已支付,182.38,搜索引擎,食品,94.18,0,154.92,2026-01-12
U09_00005,ORD00006005,2025-10-12,已完成,488.08,其他,家居,314.47,10,0.0,
U09_00005,ORD00006006,2025-12-22,已支付,378.53,抖音,数码,181.51,10,0.0,
U09_00005,ORD00006007,2026-02-13,已完成,394.8,搜索引擎,食品,226.14,10,0.0,
U09_00005,ORD00006008,2026-03-11,已支付,305.54,搜索引擎,美妆,209.76,0,0.0,
U09_00006,ORD00006009,2025-10-10,已完成,260.81,搜索引擎,食品,108.09,10,0.0,
U09_00006,ORD00006010,2025-11-11,已完成,412.92,其他,食品,237.91,15,0.0,
U09_00006,ORD00006011,2025-12-20,已完成,428.42,其他,美妆,181.36,15,0.0,
U09_00006,ORD00006012,2026-02-02,已支付,62.93,搜索引擎,服饰,26.67,15,0.0,
U09_00006,ORD00006013,2026-04-06,已支付,122.07,搜索引擎,食品,49.74,5,0.0,
U09_00007,ORD00006014,2025-10-07,已完成,280.23,小红书,数码,123.57,10,183.66,2025-10-27
U09_00007,ORD00006015,2026-04-24,已完成,447.08,抖音,家居,181.94,10,0.0,
U09_00008,ORD00006016,2025-10-03,已完成,447.81,微信,食品,255.59,15,0.0,
U09_00008,ORD00006017,2025-12-25,已支付,225.27,小红书,服饰,118.2,10,0.0,
U09_00009,ORD00006018,2025-10-06,已完成,233.42,微信,服饰,129.17,10,0.0,
U09_00009,ORD00006019,2026-01-29,已完成,94.7,抖音,食品,57.55,0,0.0,
U09_00009,ORD00006020,2026-02-17,已支付,476.23,微信,服饰,324.95,10,395.02,2026-02-28
U09_00010,ORD00006021,2025-10-24,已完成,296.23,搜索引擎,美妆,167.55,5,193.04,2025-11-06
U09_00010,ORD00006022,2026-01-14,已完成,164.26,搜索引擎,家居,92.33,10,0.0,
U09_00011,ORD00006023,2025-10-07,已完成,319.46,其他,美妆,141.42,15,0.0,
U09_00011,ORD00006024,2026-02-23,已完成,278.18,微信,数码,180.72,10,0.0,
U09_00012,ORD00006025,2025-10-02,已支付,153.45,搜索引擎,数码,95.63,15,0.0,
U09_00012,ORD00006026,2026-01-03,已完成,165.29,搜索引擎,家居,113.42,5,0.0,
U09_00012,ORD00006027,2026-03-01,已完成,420.1,抖音,美妆,264.53,5,0.0,
U09_00013,ORD00006028,2025-10-22,已完成,298.22,小红书,数码,153.89,10,0.0,
U09_00013,ORD00006029,2025-11-16,已完成,285.75,抖音,美妆,167.06,10,0.0,
U09_00013,ORD00006030,2026-01-15,已完成,191.68,微信,美妆,128.29,5,0.0,
U09_00013,ORD00006031,2026-02-11,已完成,447.17,小红书,食品,188.26,5,0.0,
U09_00013,ORD00006032,2026-03-19,已完成,256.18,搜索引擎,美妆,175.91,10,0.0,
U09_00013,ORD00006033,2026-04-11,已完成,336.49,微信,服饰,155.22,0,0.0,
U09_00014,ORD00006034,2025-10-09,已完成,105.7,微信,美妆,56.52,15,0.0,
U09_00014,ORD00006035,2026-02-25,已支付,131.92,抖音,食品,60.44,0,0.0,
U09_00015,ORD00006036,2025-10-21,已支付,389.15,小红书,美妆,171.05,10,0.0,
U09_00015,ORD00006037,2025-11-25,已完成,151.02,微信,美妆,100.21,0,0.0,
U09_00015,ORD00006038,2026-02-06,已完成,328.74,其他,服饰,150.61,15,0.0,
U09_00015,ORD00006039,2026-04-19,已支付,216.12,小红书,家居,94.02,15,0.0,
U09_00016,ORD00006040,2025-10-11,已完成,294.25,搜索引擎,美妆,161.77,5,0.0,
U09_00016,ORD00006041,2025-11-17,已支付,241.31,搜索引擎,服饰,166.72,10,0.0,
U09_00016,ORD00006042,2026-03-17,已支付,428.12,微信,食品,298.68,15,0.0,
U09_00016,ORD00006043,2026-04-04,已完成,97.43,小红书,美妆,59.33,10,0.0,
U09_00017,ORD00006044,2025-10-04,已支付,200.38,其他,食品,128.8,15,0.0,
U09_00017,ORD00006045,2025-12-03,已支付,101.05,小红书,家居,69.1,5,0.0,
U09_00017,ORD00006046,2026-02-06,已支付,433.0,小红书,食品,244.77,10,0.0,
U09_00018,ORD00006047,2025-10-12,已完成,180.5,微信,食品,91.45,10,0.0,
U09_00019,ORD00006048,2025-10-28,已完成,69.75,其他,家居,39.91,10,0.0,
U09_00020,ORD00006049,2025-10-29,已完成,187.04,抖音,数码,90.52,0,0.0,
U09_00021,ORD00006050,2025-10-21,已支付,109.74,其他,美妆,76.03,10,0.0,
U09_00021,ORD00006051,2025-11-25,已支付,273.67,其他,美妆,150.42,0,0.0,
U09_00021,ORD00006052,2025-12-19,已完成,149.18,搜索引擎,美妆,68.75,15,0.0,
U09_00022,ORD00006053,2025-10-04,已支付,367.38,抖音,数码,162.85,15,0.0,
U09_00022,ORD00006054,2025-11-08,已支付,112.96,微信,美妆,57.3,10,0.0,
U09_00022,ORD00006055,2025-12-06,已完成,268.8,抖音,美妆,121.82,0,0.0,
U09_00023,ORD00006056,2025-10-21,已完成,464.24,微信,服饰,290.51,0,0.0,
U09_00023,ORD00006057,2025-11-23,已完成,81.75,搜索引擎,美妆,53.1,0,0.0,
U09_00023,ORD00006058,2026-04-20,已支付,335.37,微信,服饰,167.84,0,199.6,2026-05-31
U09_00024,ORD00006059,2025-10-06,已支付,75.66,微信,美妆,31.17,5,0.0,
U09_00024,ORD00006060,2025-12-03,已支付,250.23,小红书,食品,125.8,15,0.0,
U09_00024,ORD00006061,2026-01-11,已支付,214.09,抖音,食品,87.73,5,0.0,
U09_00025,ORD00006062,2025-10-28,已完成,241.18,微信,服饰,129.55,10,0.0,
U09_00025,ORD00006063,2026-02-08,已支付,142.83,微信,家居,99.92,0,0.0,
U09_00026,ORD00006064,2025-10-07,已支付,88.43,其他,美妆,50.82,10,0.0,
U09_00026,ORD00006065,2026-01-25,已完成,186.94,抖音,数码,81.11,10,0.0,
U09_00026,ORD00006066,2026-04-26,已完成,225.47,微信,服饰,126.59,5,0.0,
U09_00027,ORD00006067,2025-10-11,已支付,397.24,小红书,数码,219.46,10,0.0,
U09_00027,ORD00006068,2025-11-07,已支付,330.9,微信,服饰,215.18,15,0.0,
U09_00027,ORD00006069,2026-02-06,已支付,165.07,小红书,美妆,109.78,5,0.0,
U09_00027,ORD00006070,2026-03-31,已完成,52.39,其他,食品,27.14,10,0.0,
U09_00028,ORD00006071,2025-10-19,已完成,415.88,微信,美妆,185.01,15,0.0,
U09_00029,ORD00006072,2025-10-29,已完成,243.27,小红书,家居,139.86,5,0.0,
U09_00029,ORD00006073,2025-11-25,已完成,202.54,搜索引擎,数码,137.57,5,146.08,2026-01-04
U09_00030,ORD00006074,2025-10-10,已完成,115.91,小红书,服饰,69.92,10,80.86,2025-11-05
U09_00030,ORD00006075,2025-11-08,已完成,61.99,微信,服饰,38.17,15,0.0,
U09_00030,ORD00006076,2026-02-12,已支付,398.92,搜索引擎,家居,185.65,5,0.0,
U09_00031,ORD00006077,2025-10-26,已完成,374.8,搜索引擎,数码,237.87,15,0.0,
U09_00031,ORD00006078,2026-01-17,已支付,190.35,搜索引擎,服饰,115.65,5,0.0,
U09_00031,ORD00006079,2026-03-25,已完成,381.23,微信,家居,169.03,0,0.0,
U09_00032,ORD00006080,2025-10-15,已支付,251.73,其他,美妆,143.53,10,0.0,
U09_00032,ORD00006081,2025-12-23,已完成,298.14,搜索引擎,美妆,135.13,15,0.0,
U09_00032,ORD00006082,2026-02-14,已完成,262.49,其他,服饰,182.52,5,0.0,
U09_00032,ORD00006083,2026-04-13,已完成,432.86,微信,服饰,208.97,0,0.0,
U09_00033,ORD00006084,2025-10-21,已支付,434.91,搜索引擎,食品,265.11,10,257.11,2025-11-21
U09_00033,ORD00006085,2025-11-12,已支付,406.19,搜索引擎,食品,223.69,15,0.0,
U09_00033,ORD00006086,2026-01-31,已支付,311.57,小红书,数码,217.99,0,0.0,
U09_00033,ORD00006087,2026-02-01,已完成,230.01,小红书,服饰,145.02,10,0.0,
U09_00034,ORD00006088,2025-10-05,已完成,471.75,抖音,数码,235.09,5,0.0,
U09_00034,ORD00006089,2025-11-12,已完成,295.23,其他,食品,168.21,15,0.0,
U09_00034,ORD00006090,2026-01-27,已完成,436.54,微信,食品,219.08,0,0.0,
U09_00035,ORD00006091,2025-10-21,已支付,221.56,其他,美妆,115.7,10,0.0,
U09_00035,ORD00006092,2026-01-21,已支付,481.35,其他,数码,265.31,10,0.0,
U09_00035,ORD00006093,2026-04-04,已完成,98.29,抖音,数码,55.32,15,0.0,
U09_00036,ORD00006094,2025-10-20,已完成,350.22,微信,家居,213.69,10,0.0,
U09_00036,ORD00006095,2025-11-12,已支付,449.87,抖音,服饰,296.05,10,0.0,
U09_00037,ORD00006096,2025-10-18,已支付,364.41,抖音,食品,251.4,0,0.0,
U09_00037,ORD00006097,2025-11-13,已完成,224.88,其他,数码,133.08,10,0.0,
U09_00037,ORD00006098,2026-01-08,已支付,182.5,微信,食品,80.76,15,0.0,
U09_00037,ORD00006099,2026-04-25,已支付,198.09,抖音,服饰,100.04,10,0.0,
U09_00038,ORD00006100,2025-10-20,已完成,491.04,搜索引擎,家居,241.7,0,0.0,
U09_00038,ORD00006101,2025-12-25,已完成,379.42,其他,服饰,160.43,10,0.0,
U09_00039,ORD00006102,2025-10-15,已完成,181.56,搜索引擎,家居,102.1,0,0.0,
U09_00039,ORD00006103,2025-12-31,已支付,456.13,其他,服饰,210.14,0,0.0,
U09_00040,ORD00006104,2025-10-26,已支付,118.62,搜索引擎,食品,64.36,10,0.0,
U09_00040,ORD00006105,2026-01-26,已完成,298.84,其他,美妆,169.92,10,0.0,
U09_00041,ORD00006106,2025-10-12,已支付,259.82,搜索引擎,数码,148.79,10,0.0,
U09_00041,ORD00006107,2025-11-21,已完成,240.86,小红书,家居,129.0,10,232.4,2025-12-06
U09_00041,ORD00006108,2025-12-01,已完成,106.3,搜索引擎,服饰,67.7,5,0.0,
U09_00042,ORD00006109,2025-10-25,已完成,320.98,搜索引擎,家居,148.24,10,0.0,
U09_00042,ORD00006110,2026-04-26,已完成,428.52,小红书,食品,258.09,15,306.88,2026-06-15
U09_00043,ORD00006111,2025-10-19,已完成,457.2,抖音,服饰,267.59,10,0.0,
U09_00043,ORD00006112,2026-01-09,已完成,76.31,其他,美妆,31.67,0,0.0,
U09_00044,ORD00006113,2025-10-14,已完成,329.29,搜索引擎,家居,173.18,15,0.0,
U09_00044,ORD00006114,2025-12-06,已完成,414.34,小红书,美妆,187.83,5,0.0,
U09_00044,ORD00006115,2026-02-07,已完成,239.19,抖音,美妆,131.56,0,0.0,
U09_00045,ORD00006116,2025-10-06,已完成,239.95,其他,美妆,104.66,10,0.0,
U09_00045,ORD00006117,2026-02-20,已支付,421.97,微信,食品,237.53,10,0.0,
U09_00046,ORD00006118,2025-10-13,已完成,62.27,抖音,服饰,37.72,10,0.0,
U09_00046,ORD00006119,2025-12-06,已完成,296.89,微信,食品,199.33,0,0.0,
U09_00047,ORD00006120,2025-10-11,已支付,328.35,抖音,美妆,146.12,5,0.0,
U09_00047,ORD00006121,2025-12-22,已完成,330.79,抖音,食品,179.78,15,0.0,
U09_00047,ORD00006122,2026-02-22,已完成,473.22,抖音,服饰,219.23,10,0.0,
U09_00048,ORD00006123,2025-10-30,已完成,127.84,搜索引擎,服饰,86.59,0,0.0,
U09_00049,ORD00006124,2025-10-26,已完成,270.02,搜索引擎,服饰,139.42,0,0.0,
U09_00049,ORD00006125,2025-11-09,已完成,225.31,微信,家居,113.31,5,0.0,
U09_00049,ORD00006126,2025-12-24,已支付,353.46,搜索引擎,食品,217.92,15,0.0,
U09_00050,ORD00006127,2025-10-06,已支付,125.19,搜索引擎,美妆,86.12,0,0.0,
U09_00050,ORD00006128,2025-11-08,已完成,436.0,其他,服饰,267.15,10,0.0,
U09_00050,ORD00006129,2026-01-18,已完成,137.38,微信,服饰,67.1,10,114.86,2026-03-17
U09_00051,ORD00006130,2025-10-01,已完成,495.9,微信,食品,268.05,10,0.0,
U09_00051,ORD00006131,2025-11-15,已完成,420.21,其他,服饰,215.56,15,0.0,
U09_00051,ORD00006132,2025-12-08,已完成,312.66,抖音,家居,142.0,10,0.0,
U09_00051,ORD00006133,2026-02-07,已支付,110.58,抖音,家居,47.63,10,0.0,
U09_00052,ORD00006134,2025-10-02,已支付,442.7,抖音,家居,221.17,0,0.0,
U09_00052,ORD00006135,2025-12-22,已支付,77.82,其他,美妆,31.56,10,0.0,
U09_00052,ORD00006136,2026-04-08,已完成,54.42,其他,食品,23.88,0,0.0,
U09_00053,ORD00006137,2025-10-25,已完成,207.41,其他,服饰,112.71,0,0.0,
U09_00053,ORD00006138,2025-11-14,已完成,271.08,小红书,家居,123.53,10,0.0,
